"student_id","risk_tier","total_renew","total_new"
307,"2",615.192068159639,697.627547118901
308,"1",1025.64106139965,1167.56915719838
309,"1",480.727874538326,545.736487878601
310,"3",1040.92929185963,1179.05260483798
311,"1",307.646095469178,345.354722223669
312,"1",811.451932357055,932.728546352133
313,"1",528.724670369952,600.343923464764
314,"3",1708.18071218989,1921.60772283492
315,"1",426.880584837665,488.303098529013
316,"2",1895.96683885922,2149.40842526623
317,"1",907.608459375991,1034.03958640761
318,"1",907.608459375991,1034.03958640761
319,"3",1321.58256833737,1495.74443021409
320,"3",502.226832071564,568.774504431415
321,"3",926.374771271269,1049.69103694442
322,"1",902.449986277603,1019.87729172157
323,"3",1177.05748889531,1332.26164545098
324,"2",1172.99534209538,1328.09189769724
325,"2",615.419697778905,684.858712306403
326,"1",788.373970007504,891.09121010227
327,"1",599.962363906813,688.684864183944
328,"2",1172.99534209538,1328.09189769724
329,"1",1183.38585496062,1347.14562085187
330,"2",930.727343199676,1045.9874887401
331,"3",1166.74072469273,1311.33858413372
332,"1",830.77848847928,952.243597009474
333,"2",740.807181339725,849.794283306615
334,"1",801.49013920459,918.440395023493
335,"3",1540.24118792292,1742.43030376188
336,"2",1328.20455837798,1502.16687481408
337,"2",1036.94390463541,1174.93622931593
338,"1",1420.53981246696,1616.71300255422
339,"2",930.727343199676,1045.9874887401
340,"2",1190.20934009223,1360.38867007142
341,"3",1040.92929185963,1179.05260483798
342,"3",912.369317463283,1025.94663365725
343,"2",1496.67805825095,1693.45364880448
344,"1",1151.52337940599,1309.73097844551
345,"1",1339.80397480579,1524.34912152779
346,"2",1629.48418722724,1844.44992476073
347,"3",1044.12773280237,1173.95156876505
348,"1",1150.16791783053,1309.24816758297
349,"3",1040.92929185963,1179.05260483798
350,"2",491.310347306188,556.990209226176
351,"1",666.319769706853,760.086204592868
352,"2",1172.99534209538,1328.09189769724
353,"3",1177.05748889531,1332.26164545098
354,"1",652.348453063893,742.395123107191
355,"1",1151.52337940599,1309.73097844551
356,"3",1359.97767579374,1539.28884710502
357,"1",1420.53981246696,1616.71300255422
358,"1",651.915745492003,748.035788941576
359,"3",912.369317463283,1025.94663365725
360,"3",1040.92929185963,1179.05260483798
361,"3",556.485919628349,628.251083354977
362,"1",907.608459375991,1034.03958640761
363,"2",1036.94390463541,1174.93622931593
364,"2",1319.96763123281,1494.30254549596
365,"1",1339.80397480579,1524.34912152779
366,"1",907.608459375991,1034.03958640761
367,"1",907.608459375991,1034.03958640761
368,"3",825.196323159651,934.399235549392
369,"3",1044.12773280237,1173.95156876505
370,"1",1262.05233117022,1426.70482424872
371,"3",1136.77659612009,1278.46589953646
372,"1",771.874746953878,874.609250914603
373,"3",1324.1558277021,1497.5166764421
374,"2",1063.09459451755,1194.67049149704
375,"3",744.733993681391,849.145177013069
376,"1",599.962363906813,688.684864183944
377,"1",648.39140867499,745.145018369699
378,"3",744.733993681391,849.145177013069
379,"2",612.487914600404,694.012476646812
380,"3",1040.92929185963,1179.05260483798
381,"2",1560.72254816446,1756.19271206062
382,"3",1540.24118792292,1742.43030376188
383,"3",703.374396133804,798.256254152261
384,"1",305.883575670079,362.76300835283
385,"1",443.379807891291,504.78505771668
386,"1",1734.12636689866,1972.98707379401
387,"3",1359.97767579374,1539.28884710502
388,"2",902.224886255011,1006.39036556462
389,"1",1025.64106139965,1167.56915719838
390,"1",1025.64106139965,1167.56915719838
391,"2",597.526908741919,685.938949802012
392,"3",1043.95632781107,1189.68159159615
393,"1",1025.64106139965,1167.56915719838
394,"1",907.608459375991,1034.03958640761
395,"1",912.707524056854,1046.63497626686
396,"1",464.2286514847,529.254528690934
397,"1",907.608459375991,1034.03958640761
398,"2",583.5691013573,657.711308172792
399,"1",1420.53981246696,1616.71300255422
400,"1",1339.80397480579,1524.34912152779
401,"1",274.666092767338,325.61165011289
402,"3",1359.97767579374,1539.28884710502
403,"1",1494.77782565717,1692.6942346742
404,"1",344.994162116213,386.30615238559
405,"3",1856.90327133733,2100.30559058501
406,"3",556.485919628349,628.251083354977
407,"3",1359.97767579374,1539.28884710502
408,"1",907.608459375991,1034.03958640761
409,"3",1040.92929185963,1179.05260483798
410,"1",651.915745492003,748.035788941576
411,"3",1136.77659612009,1278.46589953646
412,"1",999.521824053533,1146.14483148451
413,"2",1184.23153869853,1357.36663178731
414,"3",1040.92929185963,1179.05260483798
415,"3",1163.07605669348,1326.91956906469
416,"1",1759.22167575587,2003.30514325369
417,"1",721.959872124083,819.028790042888
418,"2",597.526908741919,685.938949802012
419,"1",907.608459375991,1034.03958640761
420,"3",1043.95632781107,1189.68159159615
421,"3",685.045894024693,781.357054535711
422,"3",978.94722050338,1107.63495564098
423,"1",1025.64106139965,1167.56915719838
424,"2",250.368666899542,297.662769234709
425,"2",1395.30547384706,1570.36975067377
426,"2",1036.94390463541,1174.93622931593
427,"1",907.608459375991,1034.03958640761
428,"3",375.452023046961,442.564396696689
429,"2",1143.63112060377,1286.1441662306
430,"1",651.915745492003,748.035788941576
431,"1",1759.22167575587,2003.30514325369
432,"1",1302.16365489935,1480.12281127497
433,"1",902.449986277603,1019.87729172157
434,"2",1853.72281639381,2098.7262458759
435,"3",755.11098302022,851.882397327076
436,"2",1629.48418722724,1844.44992476073
437,"1",846.750796201592,967.04892545751
438,"1",771.874746953878,874.609250914603
439,"3",716.082294972603,807.733040025058
440,"1",1542.86722822444,1743.92115842797
441,"2",1190.55931637485,1364.77259273942
442,"2",1395.30547384706,1570.36975067377
443,"1",532.676414829097,608.887826602672
444,"2",1036.94390463541,1174.93622931593
445,"1",1025.64106139965,1167.56915719838
446,"1",641.287737559091,718.079972567948
447,"3",1540.24118792292,1742.43030376188
448,"3",1856.90327133733,2100.30559058501
449,"2",689.785662793031,786.660048748628
450,"3",1016.19463801054,1133.96479902563
451,"2",597.526908741919,685.938949802012
452,"1",1545.66157514692,1747.55385952722
453,"3",436.514416459791,487.799774097271
454,"1",652.640257585391,731.660874609259
455,"3",744.733993681391,849.145177013069
456,"3",1040.92929185963,1179.05260483798
457,"1",507.83228841011,570.078026287367
458,"1",426.880584837665,488.303098529013
459,"3",556.485919628349,628.251083354977
460,"1",1339.80397480579,1524.34912152779
461,"3",1631.41406899923,1846.15877227519
462,"1",490.331936449108,581.1929311532
463,"2",1036.94390463541,1174.93622931593
464,"3",1040.92929185963,1179.05260483798
465,"1",801.49013920459,918.440395023493
466,"1",907.608459375991,1034.03958640761
467,"3",996.91026802639,1138.89857850232
468,"2",786.575237735866,877.273460081222
469,"3",744.733993681391,849.145177013069
470,"1",1025.64106139965,1167.56915719838
471,"1",652.640257585391,731.660874609259
472,"1",1488.03853376068,1685.12889802546
473,"1",1032.81375426446,1185.1658412444
474,"3",1373.53048775144,1543.88947660455
475,"3",1321.58256833737,1495.74443021409
476,"2",1172.99534209538,1328.09189769724
477,"1",788.373970007504,891.09121010227
478,"3",685.045894024693,781.357054535711
479,"3",1040.92929185963,1179.05260483798
480,"2",902.392120149769,1025.92057780591
481,"2",582.593973622129,659.954040794341
482,"1",907.608459375991,1034.03958640761
483,"1",1025.64106139965,1167.56915719838
484,"2",751.271076735789,856.417982835315
485,"3",1040.92929185963,1179.05260483798
486,"3",1040.92929185963,1179.05260483798
487,"3",1373.53048775144,1543.88947660455
488,"1",1183.38585496062,1347.14562085187
489,"1",907.608459375991,1034.03958640761
490,"1",912.707524056854,1046.63497626686
491,"1",1302.16365489935,1480.12281127497
492,"1",1028.69410676376,1162.47287233906
493,"3",951.467843364944,1083.76045662869
494,"3",825.196323159651,934.399235549392
495,"1",1041.54950857839,1167.70624271987
496,"1",750.974968632316,841.957507085494
497,"1",1420.53981246696,1616.71300255422
498,"3",912.115719009283,1042.27982369162
499,"2",930.727343199676,1045.9874887401
500,"1",907.608459375991,1034.03958640761
501,"3",825.196323159651,934.399235549392
502,"1",1183.38585496062,1347.14562085187
503,"2",597.526908741919,685.938949802012
504,"1",1768.75531457484,2014.50318100168
505,"3",1672.77443514723,1881.02097716131
506,"2",1172.99534209538,1328.09189769724
507,"3",1631.41406899923,1846.15877227519
508,"1",907.608459375991,1034.03958640761
509,"1",907.608459375991,1034.03958640761
510,"3",1172.92878066742,1320.62424137026
511,"3",1177.05748889531,1332.26164545098
512,"1",788.373970007504,891.09121010227
513,"3",907.805450126057,1036.63622656548
514,"3",1359.97767579374,1539.28884710502
515,"3",685.045894024693,781.357054535711
516,"1",552.357338326777,628.526923082229
517,"3",1040.92929185963,1179.05260483798
518,"1",806.807664022962,926.739049382002
519,"2",597.526908741919,685.938949802012
520,"2",343.883845824065,408.510259059412
521,"3",448.489067851348,499.915783872724
522,"1",1025.64106139965,1167.56915719838
523,"3",538.702459788064,610.278100406565
524,"3",1040.92929185963,1179.05260483798
525,"1",651.915745492003,748.035788941576
526,"2",1046.36371820214,1166.84438374042
527,"3",1359.97767579374,1539.28884710502
528,"2",930.727343199676,1045.9874887401
529,"3",630.786806467908,721.880475612149
530,"2",1388.37498777452,1559.78523278683
531,"3",716.082294972603,807.733040025058
532,"1",1025.64106139965,1167.56915719838
533,"1",1009.89777828409,1143.36969978548
534,"1",1025.64106139965,1167.56915719838
535,"1",525.200333552938,597.453152892887
536,"1",874.166043754368,989.649372562306
537,"1",830.77848847928,952.243597009474
538,"3",870.924138617243,992.138886105424
539,"2",491.310347306188,556.990209226176
540,"3",1856.90327133733,2100.30559058501
541,"3",296.244925830043,349.229393140345
542,"3",1040.92929185963,1179.05260483798
543,"3",912.369317463283,1025.94663365725
544,"3",432.323495213916,483.116468437915
545,"2",583.5691013573,657.711308172792
546,"3",556.485919628349,628.251083354977
547,"3",918.202704671198,1045.61046446848
548,"3",1040.92929185963,1179.05260483798
549,"3",1334.43289640324,1499.63895840758
550,"2",867.390214158011,994.021500620701
551,"1",907.608459375991,1034.03958640761
552,"3",1631.41406899923,1846.15877227519
553,"1",874.166043754368,989.649372562306
554,"1",788.373970007504,891.09121010227
555,"1",771.874746953878,874.609250914603
556,"2",453.374803278109,517.224921143139
557,"1",907.608459375991,1034.03958640761
558,"2",745.098576086533,855.336292001529
559,"3",630.786806467908,721.880475612149
560,"3",766.025883226654,854.8676795281
561,"1",977.728915266898,1105.59518027065
562,"3",1911.94980670152,2164.13719765
563,"1",652.640257585391,731.660874609259
564,"3",1040.92929185963,1179.05260483798
565,"2",930.727343199676,1045.9874887401
566,"1",318.313100152349,377.404391015815
567,"1",274.666092767338,325.61165011289
568,"2",689.785662793031,786.660048748628
569,"1",562.614297259778,647.733434022023
570,"3",1040.92929185963,1179.05260483798
571,"2",1036.94390463541,1174.93622931593
572,"1",1370.35630234402,1549.63460490268
573,"2",1629.48418722724,1844.44992476073
574,"1",648.39140867499,745.145018369699
575,"2",751.271076735789,856.417982835315
576,"2",1901.56986535562,2156.00379443027
577,"1",750.974968632316,841.957507085494
578,"3",1631.41406899923,1846.15877227519
579,"1",771.874746953878,874.609250914603
580,"1",1420.53981246696,1616.71300255422
581,"3",1177.05748889531,1332.26164545098
582,"3",1856.90327133733,2100.30559058501
583,"1",599.962363906813,688.684864183944
584,"2",1063.09459451755,1194.67049149704
585,"3",685.045894024693,781.357054535711
586,"2",1012.12563383285,1139.81177176482
587,"1",907.608459375991,1034.03958640761
588,"2",1487.02623810836,1671.50351343285
589,"1",1262.05233117022,1426.70482424872
590,"2",1143.63112060377,1286.1441662306
591,"1",987.385668246651,1118.04711516677
592,"2",822.250372574344,929.441150517411
593,"3",1040.92929185963,1179.05260483798
594,"2",949.691763771778,1087.95518557119
595,"3",1044.12773280237,1173.95156876505
596,"2",1360.27008100238,1527.85200784622
597,"1",865.072754808269,969.741229836055
598,"2",892.791799171597,1006.22220065706
599,"2",172.878230403642,202.334767327681
600,"2",745.098576086533,855.336292001529
601,"3",1040.92929185963,1179.05260483798
602,"3",1393.67548702774,1568.23671740483
603,"3",1253.3355461197,1432.68735070598
604,"1",1151.52337940599,1309.73097844551
605,"2",579.160449893082,644.508262189344
606,"1",1025.64106139965,1167.56915719838
607,"3",565.25325130685,641.426545123847
608,"3",685.045894024693,781.357054535711
610,"3",1498.92307355971,1695.53529738467
611,"3",1253.3355461197,1432.68735070598
612,"3",996.91026802639,1138.89857850232
613,"2",692.494721199968,793.37544699454
614,"2",1402.08085280728,1575.05162567925
615,"1",490.331936449108,581.1929311532
616,"1",652.640257585391,731.660874609259
617,"1",1150.16791783053,1309.24816758297
618,"3",1013.7423191582,1141.34232899657
619,"1",1420.53981246696,1616.71300255422
620,"3",1540.24118792292,1742.43030376188
621,"2",1560.72254816446,1756.19271206062
622,"2",478.474039931543,568.346876592505
623,"3",1040.92929185963,1179.05260483798
624,"1",1420.53981246696,1616.71300255422
625,"2",1360.51827386544,1540.19500430793
626,"3",1143.26564309727,1302.82385638235
627,"2",1540.34904291872,1742.91159718999
628,"1",1420.53981246696,1616.71300255422
629,"1",1183.38585496062,1347.14562085187
630,"1",254.9682017906,302.378711798354
631,"1",912.707524056854,1046.63497626686
632,"1",771.874746953878,874.609250914603
633,"1",651.915745492003,748.035788941576
634,"3",1177.05748889531,1332.26164545098
635,"3",1631.41406899923,1846.15877227519
636,"3",1324.1558277021,1497.5166764421
637,"1",477.551453142259,534.73677148018
638,"1",1616.43127035979,1838.66976062863
639,"1",648.39140867499,745.145018369699
640,"2",1402.08085280728,1575.05162567925
641,"2",1172.99534209538,1328.09189769724
642,"2",1036.94390463541,1174.93622931593
643,"1",426.880584837665,488.303098529013
644,"3",1040.92929185963,1179.05260483798
645,"2",1036.94390463541,1174.93622931593
646,"2",1110.32412672334,1270.01670877636
647,"3",912.369317463283,1025.94663365725
648,"1",907.608459375991,1034.03958640761
649,"3",1040.92929185963,1179.05260483798
650,"1",1200.03698987513,1357.71442102537
651,"2",1822.05942688402,2062.05850225528
652,"2",1360.51827386544,1540.19500430793
653,"3",685.045894024693,781.357054535711
654,"3",785.558008905748,899.002430715938
655,"1",552.357338326777,628.526923082229
656,"3",1540.24118792292,1742.43030376188
657,"2",114.008852914438,138.408717050286
658,"1",562.614297259778,647.733434022023
659,"3",894.585857622999,1007.97365070883
660,"1",1420.53981246696,1616.71300255422
661,"3",894.585857622999,1007.97365070883
662,"1",1025.64106139965,1167.56915719838
663,"1",562.614297259778,647.733434022023
664,"1",673.971926263733,774.994206965326
665,"1",907.608459375991,1034.03958640761
666,"2",1629.48418722724,1844.44992476073
667,"3",1143.26564309727,1302.82385638235
668,"3",1856.90327133733,2100.30559058501
669,"1",907.608459375991,1034.03958640761
670,"3",581.418823944282,658.225860558657
671,"2",1036.94390463541,1174.93622931593
672,"1",1025.64106139965,1167.56915719838
673,"2",745.098576086533,855.336292001529
674,"2",1172.99534209538,1328.09189769724
675,"2",1172.99534209538,1328.09189769724
676,"2",1540.34904291872,1742.91159718999
677,"3",1040.92929185963,1179.05260483798
678,"3",967.730589219714,1100.5733701027
679,"2",1822.05942688402,2062.05850225528
680,"1",656.665115728768,744.811925074063
681,"3",1334.43289640324,1499.63895840758
682,"1",788.373970007504,891.09121010227
683,"3",1177.05748889531,1332.26164545098
684,"2",144.152105463811,168.714028658873
685,"3",1177.05748889531,1332.26164545098
686,"3",685.045894024693,781.357054535711
687,"1",907.608459375991,1034.03958640761
688,"1",987.385668246651,1118.04711516677
689,"3",744.733993681391,849.145177013069
690,"1",1025.64106139965,1167.56915719838
691,"3",1321.58256833737,1495.74443021409
692,"1",1151.52337940599,1309.73097844551
693,"1",1025.64106139965,1167.56915719838
694,"2",719.950135644716,825.28190962496
